Name,Category,Area,Address,Phone,Email,Rating,Reviews,Website,Instagram,Facebook,Est.Year,Score,Source
"Physio Care Clinic","Medical Clinic","Harni","Shop No. 101, First Floor, Shivalik Plaza, Harni Road, Harni, Vadodara, Gujarat 390022","9909990599","",4.7,45,"","","",2010,52,"gemini-ai"
"Shreeji Car Care","Auto Repair","Gorwa","Near Gorwa Talav, Gorwa, Vadodara, Gujarat 390016","9825025252","",4,60,"","","",,52,"gemini-ai"
"Dr. Milan Patel ENT Clinic","Medical Clinic","Gorwa","G-4, Krishna Complex, Gorwa-Harni Road, Gorwa, Vadodara, Gujarat 390016","9904055667","",4.7,40,"","","",2014,52,"gemini-ai"
"Om Yoga Studio","Yoga & Wellness","Gorwa","Shop No. 10, First Floor, Shivalik Plaza, Gorwa Main Road, Gorwa, Vadodara, Gujarat 390016","9979878787","",4.7,40,"","","",,52,"gemini-ai"
"Carzspa Vadodara","Auto Repair","Sama Savli Road","Shop No. 10, Ground Floor, Atlantis K-10, Sama Savli Rd, near Sama Lake, Vadodara, Gujarat 390008","","",4.6,600,"","","",2017,52,"gemini-ai"
"Star Car AC Service","Auto Repair","Vasna Bhayli Road","Shop No. 2, Shivalik Complex, Vasna Bhayli Road, Vadodara, Gujarat 390015","","starcarac@gmail.com",4.4,125,"","","",2015,52,"gemini-ai"
"Express Car Service","Auto Repair","Vasna Bhayli Road","Shop No. 8, Platinum Plaza, Vasna Bhayli Road, Vadodara, Gujarat 390015","","expresscarservice@email.com",4.1,88,"","","",2019,52,"gemini-ai"
"Shreeji Auto Garage","Auto Repair","Munjmahuda","Near Essar Petrol Pump, Munjmahuda, Vadodara, Gujarat 390011","9825102030","",4,65,"","","",,52,"gemini-ai"
"Dr. Darshan Patel's Physiotherapy Clinic","Physiotherapy","Munjmahuda","1st Floor, 101, Darshanam Arcade, Near Bright School, Subhanpura, Vadodara, Gujarat 390011","","drdarshanpatelphysio@gmail.com",4.9,70,"","","",2015,52,"gemini-ai"
"Vadodara Badminton Academy","Sports & Recreation","Diwalipura","3rd Floor, Manubhai Tower, Diwalipura, Vadodara, Gujarat 390015","","vadodarabac@gmail.com",4.3,160,"","","",2015,52,"gemini-ai"
"Shree Ram Car Service","Auto Repair","Atladara","Opp. Atladara Canal, Atladara, Vadodara, Gujarat 390012","9426578901","",4,60,"","","",,52,"gemini-ai"
"Dr. Lal PathLabs – Patient Service Center","Diagnostic Center","Atladara","Shop No. 101, 1st Floor, Shivalik Plaza, Near Atladara Bridge, Atladara, Vadodara, Gujarat 390012","8882668882","",4,80,"","","",,52,"gemini-ai"
"Dr. Jigar's Pet Clinic","Veterinary Clinic","Atladara","Shop No. 10, Ground Floor, Shukan Heights, Vasna Bhayli Road, Atladara, Vadodara, Gujarat 390012","","",4.9,200,"","","",2017,52,"gemini-ai"
"Shree Ram Gym","Gym & Fitness","Ajwa Road","Ajwa Road, Near Shreeji Hospital, Vadodara, Gujarat 390019","9925011223","",4,70,"","","",,52,"gemini-ai"
"The Body Temple Gym","Gym & Fitness","Chhani","Shop No. 12, Galaxy Avenue, Chhani, Vadodara, Gujarat 390002","","thebodytemplegym@gmail.com",4.2,55,"","","",2019,52,"gemini-ai"
"Auto Clinic Car Service","Auto Repair","Khodiyar Nagar","Shop No. 11, New Sama Road, Khodiyar Nagar, Vadodara, Gujarat 390019","9726012345","",4,58,"","","",,52,"gemini-ai"
"The Garage Car Service","Auto Repair","Khodiyar Nagar","Plot No. 6, New Sama Road, Khodiyar Nagar, Vadodara, Gujarat 390019","9724012345","",4,68,"","","",,52,"gemini-ai"
"Auto Fix Garage","Auto Repair","Khodiyar Nagar","Gala No. 4, Khodiyar Nagar, Vadodara, Gujarat 390019","9824054321","",4,63,"","","",,52,"gemini-ai"
"The Wellness Studio","Yoga & Wellness","Genda Circle","3rd Floor, Atlantis K-10, Genda Circle, Vadodara, Gujarat 390020","","thewellnessstudio.vadodara@gmail.com",4.9,90,"","","",2015,52,"gemini-ai"
"The Nutrition Studio","Yoga & Wellness","Genda Circle","3rd Floor, Atlantis K-10, Genda Circle, Vadodara, Gujarat 390020","","thenutritionstudio.vadodara@gmail.com",4.9,85,"","","",2015,52,"gemini-ai"
"The Health Coach Studio","Yoga & Wellness","Genda Circle","3rd Floor, Atlantis K-10, Genda Circle, Vadodara, Gujarat 390020","","thehealthcoachstudio.vadodara@gmail.com",4.9,70,"","","",2015,52,"gemini-ai"
"The Diet Studio","Yoga & Wellness","Genda Circle","3rd Floor, Atlantis K-10, Genda Circle, Vadodara, Gujarat 390020","","thedietstudio.vadodara@gmail.com",4.9,75,"","","",2015,52,"gemini-ai"
"The Meditation Studio","Yoga & Wellness","Genda Circle","3rd Floor, Atlantis K-10, Genda Circle, Vadodara, Gujarat 390020","","themeditationstudio.vadodara@gmail.com",4.9,55,"","","",2015,52,"gemini-ai"
"Shree Ram Car Care","Auto Repair","Panigate","Shop No. 3, Ground Floor, Sai Complex, Near Panigate Circle, Panigate, Vadodara, Gujarat 390001","9825078901","",4,55,"","","",,52,"gemini-ai"
"Shree Yoga Centre","Yoga & Wellness","Panigate","1st Floor, Shreeji Complex, Near Panigate Circle, Panigate, Vadodara, Gujarat 390001","9825051151","",4.8,45,"","","",,52,"gemini-ai"
"Modern Opticals","Optical Store","Panigate","Shop No. 2, Gayatri Complex, Panigate Road, Vadodara, Gujarat 390001","9525044556","",4,55,"","","",,52,"gemini-ai"
"Shreeji Jewellers","Jewellers & Jewellery","Panigate","Panigate Main Rd, Panigate, Vadodara, Gujarat 390001","9925032000","",4,68,"","","",,52,"gemini-ai"
"The Sports Turf Panigate","Sports & Recreation","Panigate","Behind Inox Multiplex, Panigate, Vadodara, Gujarat 390001","","turfpanigate@email.com",4.1,95,"","","",2020,52,"gemini-ai"
"Future Stars Sports Academy","Sports & Recreation","Panigate","Near Panigate Police Station, Vadodara, Gujarat 390001","","futurestars.academy@email.com",4.2,90,"","","",2017,52,"gemini-ai"
"Panigate Youth Sports Center","Sports & Recreation","Panigate","Opp. Municipal School, Panigate, Vadodara, Gujarat 390001","","panigateyouthsports@email.com",4.1,60,"","","",2017,52,"gemini-ai"
"Lollo Rosso","Restaurant & Cafe","Gorwa","3 Museum Square, Art District, Alembic City, Gorwa","","",4.6,768,"","","",2020,52,"zomato"
"Vibes - The Bistro","Restaurant & Cafe","Diwalipura","Shop 201-205 Aries Galleria, Vasna Road, Diwalipura","","",4.6,622,"","","",2018,52,"zomato"
"The Wellness Hub Vadodara","Yoga & Wellness","Alkapuri","G-1, Atlantis K-10, Sarabhai Rd, Alkapuri, Vadodara, Gujarat 390007","","thewellnesshubvadodara@gmail.com",4.8,32,"","","",2020,51,"gemini-ai"
"Fit & Fine Wellness Studio","Yoga & Wellness","Alkapuri","101, 1st Floor, Atlantis K-10, Sarabhai Rd, Alkapuri, Vadodara, Gujarat 390007","","fitfinestudio@gmail.com",4.7,28,"","","",2018,51,"gemini-ai"
"VLCC Healthcare Ltd.","Beauty Clinic","Alkapuri","GF-1, Sterling Centre, Race Course Circle, Alkapuri, Vadodara, Gujarat 390007","","alkapuri@vlccwellness.com",4.1,150,"","","",1989,51,"gemini-ai"
"The Beauty Co.","Beauty Clinic","Alkapuri","Shop No. 25, Ground Floor, Atlantis K-10, Sarabhai Rd, Genda Circle, Alkapuri, Vadodara, Gujarat 390007","","thebeautyco.vadodara@gmail.com",3.9,45,"","","",2021,51,"gemini-ai"
"Dr. Hiren Patel's Physiotherapy Clinic","Physiotherapy","Karelibaug","F-1, Shivalik Plaza, Near Karelibaug Police Station, Karelibaug, Vadodara, Gujarat 390018","","drhirenphysio@gmail.com",4.7,70,"","","",2008,51,"gemini-ai"
"Dr. Chirag Patel's Physio Clinic","Medical Clinic","Nizampura","G-1, Shivalik Plaza, Nizampura Main Rd, Nizampura, Vadodara, Gujarat 390024","","drchiragphysio@gmail.com",4.8,88,"","","",,51,"gemini-ai"
"Dr. Dhaval Patel's Eye Clinic","Medical Clinic","Sama","G-1, Shivalik Plaza, Sama-Savli Road, Sama, Vadodara, Gujarat 390008","","drdhavalpatel.eye@gmail.com",4.8,90,"","","",2014,51,"gemini-ai"
"Rehab Physio Care","Medical Clinic","Akota","102, 1st Floor, Darshanam Exotica, Akota Road, Akota, Vadodara, Gujarat 390020","","rehabphysiocare@gmail.com",4.8,55,"","","",2014,51,"gemini-ai"
"SRL Diagnostics - Akota","Diagnostic Center","Akota","Shop No. 10, Ground Floor, Akota Square, Akota, Vadodara, Gujarat 390020","","customercare@srl.in",4.1,110,"","","",,51,"gemini-ai"
"Kaya Skin Clinic","Beauty Clinic","Akota","GF-1, Atlantis K-10, Sarabhai Road, Akota, Vadodara, Gujarat 390020","","customercare@kaya.in",4.1,180,"","","",,51,"gemini-ai"
"The Yoga Shala","Yoga & Wellness","Race Course","1st Floor, Darshanam Exotica, Opp. Parsi Agiary, Race Course, Vadodara, Gujarat 390007","","theyogashala.vadodara@gmail.com",4.7,38,"","","",2016,51,"gemini-ai"
"Mindful Living - Meditation & Wellness","Yoga & Wellness","Race Course","G-15, Ground Floor, Darshanam Exotica, Opp. Parsi Agiary, Race Course, Vadodara, Gujarat 390007","","mindful.living@gmail.com",4.8,28,"","","",2019,51,"gemini-ai"
"Pure Pilates Studio","Yoga & Wellness","Race Course","2nd Floor, Sterling Centre, Race Course Circle, Race Course, Vadodara, Gujarat 390007","","purepilates.vadodara@gmail.com",4.8,40,"","","",2018,51,"gemini-ai"
"Inner Peace Meditation Center","Yoga & Wellness","Race Course","4th Floor, Sterling Centre, Race Course Circle, Race Course, Vadodara, Gujarat 390007","","innerpeace.vadodara@gmail.com",4.7,30,"","","",2016,51,"gemini-ai"
"The Diet Clinic Vadodara","Yoga & Wellness","Race Course","202, 2nd Floor, Kunj Plaza, Near Race Course Circle, Race Course, Vadodara, Gujarat 390007","","thedietclinic.vadodara@gmail.com",4.8,45,"","","",2019,51,"gemini-ai"
"Mind Body Soul Studio","Yoga & Wellness","Race Course","301, 3rd Floor, Kunj Plaza, Near Race Course Circle, Race Course, Vadodara, Gujarat 390007","","mindbodysoul.vadodara@gmail.com",4.7,38,"","","",2018,51,"gemini-ai"
"Sterling Accuris Diagnostics","Diagnostic Center","Subhanpura","Shop No. 10, Ground Floor, Shukan Complex, Subhanpura Main Road, Subhanpura, Vadodara, Gujarat 390023","","info@sterlingaccuris.com",4.1,115,"","","",2015,51,"gemini-ai"
"Metropolis Healthcare Ltd.","Diagnostic Center","Makarpura","G-1, Ground Floor, Shreeram Complex, Near Makarpura Bus Stop, Makarpura, Vadodara, Gujarat 390010","","customer.care@metropolisindia.com",4.1,120,"","","",,51,"gemini-ai"
"Dr. Hiren Patel's Physio Care","Physiotherapy","Makarpura","Shop No. 10, Ground Floor, Shukan Complex, Near Makarpura Bus Stop, Makarpura, Vadodara, Gujarat 390010","","drhirenphysiocare@gmail.com",4.8,65,"","","",2010,51,"gemini-ai"
"Physio Heal Clinic","Physiotherapy","Makarpura","Shop No. 10, Shukan Complex, Near Makarpura Bus Stop, Makarpura, Vadodara, Gujarat 390010","","physiohealclinic@gmail.com",4.7,40,"","","",2018,51,"gemini-ai"
"The Iron Core Gym","Gym & Fitness","Sama Savli Road","1st Floor, Shreenathji Arcade, Sama Savli Road, Vadodara, Gujarat 390008","","",4.7,250,"","","",2017,51,"gemini-ai"
"Shree Yoga Studio","Yoga & Wellness","Munjmahuda","F-101, Darshanam Arise, Vasna-Bhayli Road, Munjmahuda, Vadodara, Gujarat 390011","","shreeyogastudio.vadodara@gmail.com",4.8,55,"","","",,51,"gemini-ai"
"Body Sculptors Gym","Gym & Fitness","Chhani","1st Floor, Royal Arcade, Chhani, Vadodara, Gujarat 390002","","bodysculptors.chhani@gmail.com",4,52,"","","",2017,51,"gemini-ai"
"Vadodara Physiotherapy Clinic (Dr. Hiren Patel)","Physiotherapy","Alkapuri","201, Atlantis K-10, Sarabhai Road, Near Genda Circle, Alkapuri, Vadodara, Gujarat 390007","","vadodaraphysio@gmail.com",4.8,95,"","","",,51,"gemini-ai"
"Rehab Physiotherapy Clinic (Dr. Parth Patel)","Physiotherapy","Alkapuri","204, Atlantis K-10, Sarabhai Road, Near Genda Circle, Alkapuri, Vadodara, Gujarat 390007","","rehabphysiotherapy@gmail.com",4.7,80,"","","",,51,"gemini-ai"
"Physioheal Clinic (Dr. Darshan Patel)","Physiotherapy","Alkapuri","101, Shivalik Plaza, Opp. Kunj Plaza, Race Course Circle, Alkapuri, Vadodara, Gujarat 390007","","physiohealclinic@gmail.com",4.8,65,"","","",,51,"gemini-ai"
"Sanjeevani Physiotherapy Clinic (Dr. Krunal Patel)","Physiotherapy","Alkapuri","105, Shivalik Plaza, Opp. Kunj Plaza, Race Course Circle, Alkapuri, Vadodara, Gujarat 390007","","sanjeevaniphysio@gmail.com",4.7,55,"","","",,51,"gemini-ai"
"Talwalkars Better Value Fitness Ltd.","Gym & Fitness","New Alkapuri","3rd Floor, Shivalik Plaza, New Alkapuri, Vadodara, Gujarat 391330","","vadodara@talwalkars.net",4.1,104,"","","",2000,51,"gemini-ai"
"Shreeji Physiotherapy Clinic (Dr. Rakesh Patel)","Physiotherapy","Karelibaug","1st Floor, Shreeji Complex, Opp. Karelibaug Police Station, Karelibaug, Vadodara, Gujarat 390018","","shreejiphysio@gmail.com",4.8,80,"","","",2005,51,"gemini-ai"
"Shree Yoga Studio","Yoga & Wellness","New Alkapuri","A-101, 1st Floor, Earth Icon, New Alkapuri, Vadodara, Gujarat 391330","","shreeyogastudio@gmail.com",4.8,50,"","","",,51,"gemini-ai"
"Hair & Beyond Salon","Salon & Spa","Karelibaug","G-1, Atlantis K-10, New VIP Rd, Karelibaug, Vadodara, Gujarat 390018","9377712345","",4.5,20,"","","",,51,"gemini-ai"
"Physio Care Clinic","Medical Clinic","Karelibaug","Shop No. 10, Ground Floor, Amrapali Complex, Near Water Tank, Karelibaug, Vadodara, Gujarat 390018","9725012347","",4.5,22,"","","",2015,51,"gemini-ai"
"Shreeji Physiotherapy Clinic","Medical Clinic","Karelibaug","F-1, First Floor, Shreeji Arcade, Near Sardar Estate, Karelibaug, Vadodara, Gujarat 390018","9625012348","",4.6,29,"","","",2013,51,"gemini-ai"
"Radiance Beauty Parlour","Salon & Spa","Vasna","Shop No. 20, Amrapali Complex, Vasna Main Rd, Vasna, Vadodara, Gujarat 390007","9328012345","",3.7,50,"","","",2010,51,"gemini-ai"
"Sparkle Beauty Salon","Salon & Spa","Vasna","Shop No. 9, Radhe Complex, Vasna Main Rd, Vasna, Vadodara, Gujarat 390007","9737012345","",3.8,45,"","","",2016,51,"gemini-ai"
"Dr. Jignesh Patel Physiotherapy Clinic","Medical Clinic","Vasna","1st Floor, Shreeji Arcade, Vasna-Bhayli Road, Vasna, Vadodara, Gujarat 390007","9825134767","",4.5,20,"","","",,51,"gemini-ai"
"Style & Scissors","Salon & Spa","Bhayli","Shop No. G-7, Ground Floor, Om Complex, Bhayli Main Road, Bhayli, Vadodara, Gujarat 391410","9765432109","",3.8,45,"","","",2020,51,"gemini-ai"
"Physio Care Clinic","Medical Clinic","Nizampura","1st Floor, Shivalik Plaza, Nizampura Main Rd, Nizampura, Vadodara, Gujarat 390024","9825049597","",4.5,32,"","","",,51,"gemini-ai"
"Apex Physiotherapy Clinic","Medical Clinic","Nizampura","G-3, Shivalik Plaza, Nizampura Main Rd, Nizampura, Vadodara, Gujarat 390024","9825049598","",4.6,41,"","","",,51,"gemini-ai"
"Vision Express","Optical Store","Nizampura","G-2, Shukan Avenue, Nizampura Main Road, Vadodara, Gujarat 390024","","customercare@visionexpress.in",4.2,110,"","","",,51,"gemini-ai"
"Vadodara Sports Academy","Sports & Recreation","Nizampura","3rd Floor, Vrundavan Complex, Nizampura Main Rd, Nizampura, Vadodara, Gujarat 390024","","info@thesportsclubvadodara.com",4.1,120,"","","",,51,"gemini-ai"
"Dr. Viral Patel's Children Clinic","Medical Clinic","Sama","Shop No. 10, Shivalik Plaza, Sama-Savli Road, Sama, Vadodara, Gujarat 390008","","drviralpatel@gmail.com",4.7,75,"","","",2010,51,"gemini-ai"
"Dr. Mayur Patel's Skin & Hair Clinic","Skin Clinic","Waghodia Road","Shop No. 10, Ground Floor, Shivalik Plaza, Waghodia Road, Near Shreeji Hospital, Vadodara, Gujarat 390019","","drmayurpatelclinic@gmail.com",4.7,95,"","","",2010,51,"gemini-ai"
"Om Yoga Studio","Yoga & Wellness","Waghodia Road","3rd Floor, Shreeji Arcade, Waghodia Road, Vadodara, Gujarat 390019","","omyogastudio.vadodara@gmail.com",4.8,65,"","","",,51,"gemini-ai"
"The Pilates Studio","Yoga & Wellness","Race Course","302, 3rd Floor, Atlantis K-10, Sarabhai Rd, Genda Circle, Race Course, Vadodara, Gujarat 390007","","thepilatesstudio.vadodara@gmail.com",4.7,40,"","","",2018,51,"gemini-ai"
"Body & Mind Wellness Studio","Yoga & Wellness","Race Course","3rd Floor, Race Course Tower, Near Race Course Circle, Race Course, Vadodara, Gujarat 390007","","bodymind.wellness@gmail.com",4.7,45,"","","",2016,51,"gemini-ai"
"Dr. Hiren Patel ENT Clinic","Medical Clinic","Subhanpura","1st Floor, Om Complex, Subhanpura, Vadodara, Gujarat 390023","9825066677","",4.6,38,"","","",2013,51,"gemini-ai"
"Dr. Rina Shah Eye Clinic","Medical Clinic","Subhanpura","1st Floor, Siddhi Vinayak Complex, Subhanpura, Vadodara, Gujarat 390023","9825200011","",4.6,17,"","","",2016,51,"gemini-ai"
"Dr. Amit Mehta ENT Specialist","Medical Clinic","Subhanpura","G-9, Om Complex, Subhanpura, Vadodara, Gujarat 390023","9825211122","",4.5,11,"","","",2019,51,"gemini-ai"
"Subhanpura Eye Care Center","Medical Clinic","Subhanpura","G-10, Shreeji Arcade, Subhanpura, Vadodara, Gujarat 390023","9825244455","",4.5,28,"","","",2015,51,"gemini-ai"
"Shreeji Opticals","Optical Store","Makarpura","Shop No. 1, Shreeji Complex, Makarpura Road, Vadodara, Gujarat 390010","9825032540","",4.5,25,"","","",,51,"gemini-ai"
"Dr. Bhavesh Patel Physiotherapy Clinic","Medical Clinic","Raopura","G-10, Siddhi Vinayak Complex, Raopura Main Rd, Raopura, Vadodara, Gujarat 390001","","drbhaveshphysio@gmail.com",4.8,50,"","","",2010,51,"gemini-ai"
"Motnath Lake Sports Complex","Sports & Recreation","Harni","Harni Motnath Road, Harni, Vadodara, Gujarat 390022","","",4.3,10000,"","","",2018,51,"gemini-ai"
"Jyoti Eye Hospital","Medical Clinic","Gorwa","2nd Floor, Amrut Complex, Gorwa Main Road, Gorwa, Vadodara, Gujarat 390016","9712011223","",4.6,48,"","","",2010,51,"gemini-ai"
"Dr. Rina Shah Eye Clinic","Medical Clinic","Gorwa","F-5, Shanti Complex, Near Gorwa Talav, Gorwa, Vadodara, Gujarat 390016","9898033445","",4.5,30,"","","",2015,51,"gemini-ai"
"Shreeji Opticals","Optical Store","Sun Pharma Road","Shop No. 10, Ground Floor, Sun Pharma Road, Opp. Bright Day School, Vadodara, Gujarat 390012","9825042424","",4.5,20,"","","",,51,"gemini-ai"
"Wellcare Physiotherapy Clinic","Medical Clinic","Diwalipura","201, Shivalik Plaza, Diwalipura Road, Vadodara, Gujarat 390015","9725033445","",4.6,30,"","","",2014,51,"gemini-ai"
"Dr. Jigar Patel's Physiotherapy Clinic","Yoga & Wellness","Ellora Park","101, 1st Floor, Pratham Complex, Race Course Circle, Vadodara, Gujarat 390018","","drjigarpatel@gmail.com",4.8,50,"","","",2000,51,"gemini-ai"
"Dental Square Clinic","Dental Clinic","Atladara","Shop No. 105, First Floor, Shreenathji Arcade, Atladara, Vadodara, Gujarat 390012","","dentalsquareclinic@gmail.com",4.8,55,"","","",2,51,"gemini-ai"
"VLCC Healthcare Ltd.","Beauty Clinic","Atladara","G-10, Atlantis K-10, Near Genda Circle, Atladara, Vadodara, Gujarat 390012","","customercare@vlccwellness.com",4.1,100,"","","",1989,51,"gemini-ai"
"Swaasthya Yoga & Wellness Studio","Yoga & Wellness","New VIP Road","FF-207, Atlantis K-10, New VIP Rd, near Bright Day School, Vadodara, Gujarat 390018","","swaasthya.yoga@gmail.com",4.8,50,"","","",,51,"gemini-ai"
"Fitness Planet Gym","Gym & Fitness","Chhani","Shop No. 10, Shivalik Plaza, Near Chhani Jakatnaka, Chhani, Vadodara, Gujarat 390002","","fitnessplanet.chhani@gmail.com",4.2,160,"","","",2014,51,"gemini-ai"
"Active Life Fitness","Gym & Fitness","Chhani","1st Floor, Krishna Square, Chhani Road, Chhani, Vadodara, Gujarat 390002","","activelifefitness@gmail.com",4,58,"","","",2018,51,"gemini-ai"
"Dt. Pooja Shah - Dietitian & Nutritionist","Yoga & Wellness","Chhani","A-101, First Floor, Pramukh Arcade, Near Chhani Jakatnaka, Chhani, Vadodara, Gujarat 390002","","dtpoojashah@gmail.com",4.8,55,"","","",2015,51,"gemini-ai"
"Maa Annapurna Tiffin Service","Cloud Kitchen","Chhani","Chhani, Vadodara, Gujarat 390002","9924112345","",4.5,20,"","","",,51,"gemini-ai"
"The Royal Salon & Spa","Salon & Spa","Nandesari","Nandesari, Vadodara, Gujarat 391340","9909068030","",4.5,25,"","","",,51,"gemini-ai"
"Maharaja Restaurant","Restaurant & Cafe","Khodiyar Nagar","Khodiyar Nagar Main Road, Vadodara, Gujarat 390019","9125012345","",3.8,70,"","","",2000,51,"gemini-ai"
"Shree Ganesh Restaurant","Restaurant & Cafe","Khodiyar Nagar","Khodiyar Nagar Main Road, Vadodara, Gujarat 390019","7825012345","",3.7,95,"","","",2006,51,"gemini-ai"
"Shreeji Jewellers","Jewellers & Jewellery","Khodiyar Nagar","Shop No. 1, Khodiyar Nagar, New Sama Road, Vadodara, Gujarat 390019","9909907077","",4.5,20,"","","",,51,"gemini-ai"
"Elite Sports Academy Vadodara","Sports & Recreation","Panigate","1st Floor, City Centre Mall, Panigate, Vadodara, Gujarat 390001","","elite.sports.vadodara@email.com",4,70,"","","",2017,51,"gemini-ai"
"Panigate Fitness & Sports Club","Sports & Recreation","Panigate","2nd Floor, Galaxy Complex, Panigate Road, Vadodara, Gujarat 390001","","panigatefitness@email.com",4.2,160,"","","",2014,51,"gemini-ai"
"Panigate Cricket Nets","Sports & Recreation","Panigate","Behind D-Mart, Panigate Bypass Road, Vadodara, Gujarat 390001","","panigatecricket@email.com",4,65,"","","",2019,51,"gemini-ai"
"Game On Indoor Sports","Sports & Recreation","Panigate","1st Floor, Om Complex, Panigate, Vadodara, Gujarat 390001","","gameon.vadodara@email.com",4,75,"","","",2020,51,"gemini-ai"
"Velocity Sports Club","Sports & Recreation","Panigate","Ground Floor, Shree Krishna Complex, Panigate, Vadodara, Gujarat 390001","","velocity.sports.club@email.com",4.1,130,"","","",2015,51,"gemini-ai"
"Champs Sports Academy","Sports & Recreation","Panigate","1st Floor, Ambika Complex, Panigate, Vadodara, Gujarat 390001","","champs.academy@email.com",4,85,"","","",2019,51,"gemini-ai"
"Global Sports Academy Vadodara","Sports & Recreation","Panigate","Opp. Bank of Baroda, Panigate Main Road, Vadodara, Gujarat 390001","","globalsports.vadodara@email.com",4,50,"","","",2019,51,"gemini-ai"
"Vadodara Aquatics Center (Panigate)","Sports & Recreation","Panigate","Behind Panigate Temple, Vadodara, Gujarat 390001","","vadodara.aquatics@email.com",4,80,"","","",2016,51,"gemini-ai"
"Tulip Touch Cafe","Restaurant & Cafe","Karelibaug","Opp Galleria Mall","9106183731","",4.5,0,"","","",2022,51,"zomato-research"
"Tulip Touch Cafe","Restaurant & Cafe","Akota","Opp Galleria Mall, Akota","9106183731","",4.5,0,"","","",2022,51,"zomato-research"
"Tulsi Restaurant & Banquet","Restaurant & Cafe","Gotri","Opp Labh Icon, Gotri","","",3.5,1404,"","","",2021,51,"justdial"
"Rejuvenate Wellness Center","Yoga & Wellness","Alkapuri","1st Floor, Neptune Tower, Productivity Rd, Alkapuri, Vadodara, Gujarat 390007","","rejuvenatevadodara@gmail.com",4.6,22,"","","",2016,50,"gemini-ai"
"KFC","Restaurant & Cafe","New Alkapuri","Grand Square, Ground Floor, New Alkapuri, Vadodara, Gujarat 391330","","",4.1,1000,"","","",2020,50,"gemini-ai"
"Dr. Rakesh Jain's Skin & Hair Clinic","Skin Clinic","Manjalpur","101, First Floor, Shivalik Plaza, Manjalpur, Vadodara, Gujarat 390010","","drrakeshjainclinic@gmail.com",4.5,50,"","","",,50,"gemini-ai"
"Fitness First Gym","Gym & Fitness","Waghodia Road","2nd Floor, Shreeji Arcade, Waghodia Road, Vadodara, Gujarat 390019","","",4.6,250,"","","",2017,50,"gemini-ai"
"Samarpan Yoga & Wellness Center","Yoga & Wellness","Race Course","101, First Floor, Siddharth Complex, Near Race Course Circle, Race Course, Vadodara, Gujarat 390007","","samarpan.yoga@gmail.com",4.6,30,"","","",2016,50,"gemini-ai"
"Aarogyam Wellness Clinic & Physiotherapy","Yoga & Wellness","Race Course","G-10, Ground Floor, Atlantis K-10, Sarabhai Rd, Genda Circle, Race Course, Vadodara, Gujarat 390007","","aarogyam.clinic@gmail.com",4.5,25,"","","",2019,50,"gemini-ai"
"Prana Yoga Studio","Yoga & Wellness","Race Course","401, 4th Floor, Atlantis K-10, Sarabhai Rd, Genda Circle, Race Course, Vadodara, Gujarat 390007","","pranayoga.vadodara@gmail.com",4.6,35,"","","",2018,50,"gemini-ai"
"Divine Yoga & Meditation Center","Yoga & Wellness","Race Course","202, 2nd Floor, Shivalik Plaza, Opp. Race Course Tower, Race Course, Vadodara, Gujarat 390007","","divineyoga.vadodara@gmail.com",4.5,28,"","","",2017,50,"gemini-ai"
"Fit & Fine Pilates Studio","Yoga & Wellness","Race Course","2nd Floor, Siddharth Complex, Near Race Course Circle, Race Course, Vadodara, Gujarat 390007","","fitfine.pilates@gmail.com",4.6,32,"","","",2019,50,"gemini-ai"
"Holistic Healing & Wellness Center","Yoga & Wellness","Race Course","402, 4th Floor, Race Course Tower, Near Race Course Circle, Race Course, Vadodara, Gujarat 390007","","holistic.healing@gmail.com",4.5,22,"","","",2017,50,"gemini-ai"
"Zenith Yoga & Fitness Studio","Yoga & Wellness","Race Course","1st Floor, Sterling Centre, Race Course Circle, Race Course, Vadodara, Gujarat 390007","","zenithyoga.vadodara@gmail.com",4.5,25,"","","",2019,50,"gemini-ai"
"The Wellness Hub Vadodara","Yoga & Wellness","Race Course","G-12, Ground Floor, Sterling Centre, Race Course Circle, Race Course, Vadodara, Gujarat 390007","","wellnesshub.vadodara@gmail.com",4.6,35,"","","",2020,50,"gemini-ai"
"Vibes Yoga & Pilates","Yoga & Wellness","Race Course","G-8, Ground Floor, Kunj Plaza, Near Race Course Circle, Race Course, Vadodara, Gujarat 390007","","vibes.yoga@gmail.com",4.6,25,"","","",2020,50,"gemini-ai"
"Sterling Accuris Diagnostics","Diagnostic Center","Old Padra Road","G-1, Atlantis K-10, Opp. Honest Restaurant, Old Padra Road, Vadodara, Gujarat 390007","","",4.3,150,"","","",2021,50,"gemini-ai"
"VLCC Healthcare Ltd.","Beauty Clinic","Makarpura","G-1, Ground Floor, Atlantis K-10, Near GIDC Circle, Makarpura, Vadodara, Gujarat 390010","","customercare@vlccwellness.com",4,150,"","","",1989,50,"gemini-ai"
"Anytime Fitness Vadodara","Gym & Fitness","Sama Savli Road","2nd Floor, D-Mart Building, Sama Savli Road, Vadodara, Gujarat 390008","","",4.6,300,"","","",2019,50,"gemini-ai"
"Shreeji Motors","Auto Repair","Vasna Bhayli Road","Opp. Vasna Bhayli Road, Near DPS School, Vadodara, Gujarat 390015","","shreejimotors@email.com",4,110,"","","",2015,50,"gemini-ai"
